Job ID,Salary Range Original,currency,salary_min,salary_max,salary_avg
33737,A$94000 - A$121000,AUD,94000,121000,107500
33738,€95000 - €123000,EUR,95000,123000,109000
33739,C$163000 - C$209000,CAD,163000,209000,186000
33740,€148000 - €165000,EUR,148000,165000,156500
33741,£102000 - £139000,GBP,102000,139000,120500
33742,€68000 - €80000,EUR,68000,80000,74000
33743,$212000 - $267000,USD,212000,267000,239500
33744,A$62000 - A$87000,AUD,62000,87000,74500
33745,C$105000 - C$116000,CAD,105000,116000,110500
33746,CHF 96000 - CHF 125000,CHF,96000,125000,110500
33747,₹40L - ₹50L,INR,4000000,5000000,4500000
33748,€147000 - €191000,EUR,147000,191000,169000
33749,"¥10,200 - ¥11,700",JPY,10200,11700,10950
33750,$210000 - $281000,USD,210000,281000,245500
33751,C$78000 - C$96000,CAD,78000,96000,87000
33752,₹16L - ₹32L,INR,1600000,3200000,2400000
33753,S$145000 - S$163000,SGD,145000,163000,154000
33754,$121000 - $144000,USD,121000,144000,132500
33755,€152000 - €184000,EUR,152000,184000,168000
33756,A$135000 - A$157000,AUD,135000,157000,146000
33757,€62000 - €84000,EUR,62000,84000,73000
33758,€142000 - €177000,EUR,142000,177000,159500
33759,€91000 - €118000,EUR,91000,118000,104500
33760,€153000 - €176000,EUR,153000,176000,164500
33761,€63000 - €73000,EUR,63000,73000,68000
33762,£74000 - £91000,GBP,74000,91000,82500
33763,S$98000 - S$120000,SGD,98000,120000,109000
33764,S$94000 - S$109000,SGD,94000,109000,101500
33765,"¥14,700 - ¥18,300",JPY,14700,18300,16500
33766,€71000 - €82000,EUR,71000,82000,76500
33767,CHF 100000 - CHF 118000,CHF,100000,118000,109000
33768,S$95000 - S$124000,SGD,95000,124000,109500
33769,€130000 - €169000,EUR,130000,169000,149500
33770,€108000 - €131000,EUR,108000,131000,119500
33771,€96000 - €124000,EUR,96000,124000,110000
33772,€50000 - €61000,EUR,50000,61000,55500
33773,S$70000 - S$95000,SGD,70000,95000,82500
33774,A$66000 - A$82000,AUD,66000,82000,74000
33775,£74000 - £87000,GBP,74000,87000,80500
33776,$203000 - $272000,USD,203000,272000,237500
33777,A$67000 - A$83000,AUD,67000,83000,75000
33778,£98000 - £135000,GBP,98000,135000,116500
33779,A$91000 - A$121000,AUD,91000,121000,106000
33780,€104000 - €138000,EUR,104000,138000,121000
33781,S$64000 - S$85000,SGD,64000,85000,74500
33782,CHF 92000 - CHF 119000,CHF,92000,119000,105500
33783,A$103000 - A$128000,AUD,103000,128000,115500
33784,€96000 - €107000,EUR,96000,107000,101500
33785,£73000 - £85000,GBP,73000,85000,79000
33786,€69000 - €81000,EUR,69000,81000,75000
33787,A$61000 - A$75000,AUD,61000,75000,68000
33788,C$156000 - C$189000,CAD,156000,189000,172500
33789,₹15L - ₹19L,INR,1500000,1900000,1700000
33790,S$90000 - S$113000,SGD,90000,113000,101500
33791,A$64000 - A$77000,AUD,64000,77000,70500
33792,₹38L - ₹63L,INR,3800000,6300000,5050000
33793,₹30L - ₹46L,INR,3000000,4600000,3800000
33794,$82000 - $104000,USD,82000,104000,93000
33795,€65000 - €86000,EUR,65000,86000,75500
33796,A$90000 - A$110000,AUD,90000,110000,100000
33797,£71000 - £79000,GBP,71000,79000,75000
33798,€60000 - €84000,EUR,60000,84000,72000
33799,£65000 - £89000,GBP,65000,89000,77000
33800,$187000 - $231000,USD,187000,231000,209000
33801,C$158000 - C$180000,CAD,158000,180000,169000
33802,₹8L - ₹17L,INR,800000,1700000,1250000
33803,€93000 - €119000,EUR,93000,119000,106000
33804,₹8L - ₹11L,INR,800000,1100000,950000
33805,₹17L - ₹24L,INR,1700000,2400000,2050000
33806,S$137000 - S$170000,SGD,137000,170000,153500
33807,€97000 - €120000,EUR,97000,120000,108500
33808,€96000 - €120000,EUR,96000,120000,108000
33809,S$101000 - S$124000,SGD,101000,124000,112500
33810,$209000 - $283000,USD,209000,283000,246000
33811,€150000 - €192000,EUR,150000,192000,171000
33812,"¥10,000 - ¥12,300",JPY,10000,12300,11150
33813,£47000 - £65000,GBP,47000,65000,56000
33814,$200000 - $266000,USD,200000,266000,233000
33815,€74000 - €93000,EUR,74000,93000,83500
33816,S$148000 - S$167000,SGD,148000,167000,157500
33817,€76000 - €97000,EUR,76000,97000,86500
33818,£46000 - £59000,GBP,46000,59000,52500
33819,€70000 - €81000,EUR,70000,81000,75500
33820,C$110000 - C$127000,CAD,110000,127000,118500
33821,$137000 - $162000,USD,137000,162000,149500
33822,"¥9,300 - ¥12,300",JPY,9300,12300,10800
33823,$84000 - $95000,USD,84000,95000,89500
33824,"¥13,900 - ¥18,100",JPY,13900,18100,16000
33825,€70000 - €92000,EUR,70000,92000,81000
33826,CHF 68000 - CHF 76000,CHF,68000,76000,72000
33827,$120000 - $137000,USD,120000,137000,128500
33828,A$91000 - A$120000,AUD,91000,120000,105500
33829,$137000 - $177000,USD,137000,177000,157000
33830,€97000 - €125000,EUR,97000,125000,111000
33831,€143000 - €168000,EUR,143000,168000,155500
33832,€54000 - €72000,EUR,54000,72000,63000
33833,£116000 - £144000,GBP,116000,144000,130000
33834,₹16L - ₹22L,INR,1600000,2200000,1900000
33835,S$93000 - S$117000,SGD,93000,117000,105000
33836,£66000 - £88000,GBP,66000,88000,77000
33837,CHF 96000 - CHF 124000,CHF,96000,124000,110000
33838,€97000 - €124000,EUR,97000,124000,110500
33839,€60000 - €79000,EUR,60000,79000,69500
33840,C$73000 - C$91000,CAD,73000,91000,82000
33841,€142000 - €176000,EUR,142000,176000,159000
33842,€97000 - €126000,EUR,97000,126000,111500
33843,$224000 - $300000,USD,224000,300000,262000
33844,€80000 - €105000,EUR,80000,105000,92500
33845,€103000 - €113000,EUR,103000,113000,108000
33846,CHF 62000 - CHF 77000,CHF,62000,77000,69500
33847,$130000 - $148000,USD,130000,148000,139000
33848,"¥9,700 - ¥12,500",JPY,9700,12500,11100
33849,S$95000 - S$118000,SGD,95000,118000,106500
33850,€100000 - €114000,EUR,100000,114000,107000
33851,"¥6,200 - ¥7,300",JPY,6200,7300,6750
33852,A$130000 - A$161000,AUD,130000,161000,145500
33853,€65000 - €89000,EUR,65000,89000,77000
33854,C$100000 - C$126000,CAD,100000,126000,113000
33855,$220000 - $274000,USD,220000,274000,247000
33856,₹20L - ₹27L,INR,2000000,2700000,2350000
33857,"¥9,700 - ¥11,200",JPY,9700,11200,10450
33858,€132000 - €169000,EUR,132000,169000,150500
33859,S$98000 - S$108000,SGD,98000,108000,103000
33860,€73000 - €83000,EUR,73000,83000,78000
33861,CHF 64000 - CHF 89000,CHF,64000,89000,76500
33862,₹10L - ₹17L,INR,1000000,1700000,1350000
33863,A$91000 - A$106000,AUD,91000,106000,98500
33864,$183000 - $254000,USD,183000,254000,218500
33865,£96000 - £113000,GBP,96000,113000,104500
33866,"¥7,000 - ¥7,900",JPY,7000,7900,7450
33867,€56000 - €75000,EUR,56000,75000,65500
33868,C$99000 - C$124000,CAD,99000,124000,111500
33869,CHF 92000 - CHF 119000,CHF,92000,119000,105500
33870,CHF 147000 - CHF 170000,CHF,147000,170000,158500
33871,₹37L - ₹49L,INR,3700000,4900000,4300000
33872,A$91000 - A$117000,AUD,91000,117000,104000
33873,S$103000 - S$123000,SGD,103000,123000,113000
33874,$120000 - $150000,USD,120000,150000,135000
33875,C$145000 - C$172000,CAD,145000,172000,158500
33876,C$78000 - C$100000,CAD,78000,100000,89000
33877,€103000 - €131000,EUR,103000,131000,117000
33878,£95000 - £119000,GBP,95000,119000,107000
33879,€102000 - €114000,EUR,102000,114000,108000
33880,£46000 - £59000,GBP,46000,59000,52500
33881,₹35L - ₹43L,INR,3500000,4300000,3900000
33882,€70000 - €85000,EUR,70000,85000,77500
33883,CHF 69000 - CHF 76000,CHF,69000,76000,72500
33884,€102000 - €131000,EUR,102000,131000,116500
33885,S$92000 - S$110000,SGD,92000,110000,101000
33886,$126000 - $166000,USD,126000,166000,146000
33887,€54000 - €60000,EUR,54000,60000,57000
33888,€107000 - €132000,EUR,107000,132000,119500
33889,€130000 - €167000,EUR,130000,167000,148500
33890,CHF 101000 - CHF 116000,CHF,101000,116000,108500
33891,€80000 - €92000,EUR,80000,92000,86000
33892,€68000 - €81000,EUR,68000,81000,74500
33893,C$105000 - C$126000,CAD,105000,126000,115500
33894,CHF 100000 - CHF 111000,CHF,100000,111000,105500
33895,€71000 - €88000,EUR,71000,88000,79500
33896,A$99000 - A$124000,AUD,99000,124000,111500
33897,S$99000 - S$125000,SGD,99000,125000,112000
33898,$221000 - $290000,USD,221000,290000,255500
33899,₹30L - ₹47L,INR,3000000,4700000,3850000
33900,C$109000 - C$133000,CAD,109000,133000,121000
33901,S$148000 - S$172000,SGD,148000,172000,160000
33902,CHF 103000 - CHF 131000,CHF,103000,131000,117000
33903,£110000 - £128000,GBP,110000,128000,119000
33904,S$93000 - S$120000,SGD,93000,120000,106500
33905,€102000 - €112000,EUR,102000,112000,107000
33906,S$91000 - S$117000,SGD,91000,117000,104000
33907,CHF 131000 - CHF 152000,CHF,131000,152000,141500
33908,CHF 65000 - CHF 90000,CHF,65000,90000,77500
33909,S$132000 - S$161000,SGD,132000,161000,146500
33910,£113000 - £149000,GBP,113000,149000,131000
33911,€70000 - €90000,EUR,70000,90000,80000
33912,C$107000 - C$133000,CAD,107000,133000,120000
33913,€103000 - €131000,EUR,103000,131000,117000
33914,"¥9,200 - ¥10,900",JPY,9200,10900,10050
33915,C$166000 - C$214000,CAD,166000,214000,190000
33916,"¥10,200 - ¥11,700",JPY,10200,11700,10950
33917,CHF 96000 - CHF 123000,CHF,96000,123000,109500
33918,CHF 90000 - CHF 120000,CHF,90000,120000,105000
33919,"¥6,000 - ¥8,300",JPY,6000,8300,7150
33920,€107000 - €121000,EUR,107000,121000,114000
33921,€80000 - €103000,EUR,80000,103000,91500
33922,"¥9,900 - ¥12,600",JPY,9900,12600,11250
33923,"¥10,000 - ¥12,800",JPY,10000,12800,11400
33924,€96000 - €111000,EUR,96000,111000,103500
33925,C$96000 - C$124000,CAD,96000,124000,110000
33926,S$140000 - S$161000,SGD,140000,161000,150500
33927,C$70000 - C$89000,CAD,70000,89000,79500
33928,S$145000 - S$170000,SGD,145000,170000,157500
33929,A$92000 - A$121000,AUD,92000,121000,106500
33930,€70000 - €80000,EUR,70000,80000,75000
33931,S$96000 - S$116000,SGD,96000,116000,106000
33932,A$146000 - A$189000,AUD,146000,189000,167500
33933,A$100000 - A$128000,AUD,100000,128000,114000
33934,S$102000 - S$117000,SGD,102000,117000,109500
33935,$205000 - $245000,USD,205000,245000,225000
33936,$201000 - $267000,USD,201000,267000,234000
33937,€54000 - €68000,EUR,54000,68000,61000
33938,C$108000 - C$137000,CAD,108000,137000,122500
33939,C$74000 - C$87000,CAD,74000,87000,80500
33940,C$145000 - C$166000,CAD,145000,166000,155500
33941,S$137000 - S$167000,SGD,137000,167000,152000
33942,€90000 - €115000,EUR,90000,115000,102500
33943,S$146000 - S$185000,SGD,146000,185000,165500
33944,CHF 91000 - CHF 116000,CHF,91000,116000,103500
33945,£73000 - £95000,GBP,73000,95000,84000
33946,£68000 - £84000,GBP,68000,84000,76000
33947,€77000 - €86000,EUR,77000,86000,81500
33948,S$137000 - S$166000,SGD,137000,166000,151500
33949,A$102000 - A$125000,AUD,102000,125000,113500
33950,€91000 - €117000,EUR,91000,117000,104000
33951,€101000 - €121000,EUR,101000,121000,111000
33952,€74000 - €87000,EUR,74000,87000,80500
33953,£49000 - £68000,GBP,49000,68000,58500
33954,€102000 - €125000,EUR,102000,125000,113500
33955,£74000 - £95000,GBP,74000,95000,84500
33956,€70000 - €82000,EUR,70000,82000,76000
33957,€99000 - €119000,EUR,99000,119000,109000
33958,$128000 - $148000,USD,128000,148000,138000
33959,€66000 - €86000,EUR,66000,86000,76000
33960,$208000 - $259000,USD,208000,259000,233500
33961,C$161000 - C$194000,CAD,161000,194000,177500
33962,CHF 101000 - CHF 111000,CHF,101000,111000,106000
33963,$196000 - $266000,USD,196000,266000,231000
33964,₹8L - ₹13L,INR,800000,1300000,1050000
33965,CHF 147000 - CHF 170000,CHF,147000,170000,158500
33966,€61000 - €84000,EUR,61000,84000,72500
33967,€63000 - €85000,EUR,63000,85000,74000
33968,CHF 147000 - CHF 170000,CHF,147000,170000,158500
33969,C$147000 - C$174000,CAD,147000,174000,160500
33970,CHF 95000 - CHF 110000,CHF,95000,110000,102500
33971,€99000 - €121000,EUR,99000,121000,110000
33972,CHF 62000 - CHF 87000,CHF,62000,87000,74500
33973,"¥9,100 - ¥11,700",JPY,9100,11700,10400
33974,CHF 93000 - CHF 123000,CHF,93000,123000,108000
33975,€102000 - €117000,EUR,102000,117000,109500
33976,$139000 - $162000,USD,139000,162000,150500
33977,£102000 - £120000,GBP,102000,120000,111000
33978,A$153000 - A$194000,AUD,153000,194000,173500
33979,€94000 - €115000,EUR,94000,115000,104500
33980,€66000 - €77000,EUR,66000,77000,71500
33981,C$109000 - C$137000,CAD,109000,137000,123000
33982,₹41L - ₹62L,INR,4100000,6200000,5150000
33983,€65000 - €72000,EUR,65000,72000,68500
33984,€144000 - €185000,EUR,144000,185000,164500
33985,₹19L - ₹22L,INR,1900000,2200000,2050000
33986,CHF 93000 - CHF 114000,CHF,93000,114000,103500
33987,€70000 - €79000,EUR,70000,79000,74500
33988,₹20L - ₹24L,INR,2000000,2400000,2200000
33989,₹15L - ₹21L,INR,1500000,2100000,1800000
33990,$92000 - $108000,USD,92000,108000,100000
33991,€132000 - €169000,EUR,132000,169000,150500
33992,CHF 145000 - CHF 188000,CHF,145000,188000,166500
33993,CHF 149000 - CHF 169000,CHF,149000,169000,159000
33994,$122000 - $160000,USD,122000,160000,141000
33995,€91000 - €114000,EUR,91000,114000,102500
33996,€60000 - €76000,EUR,60000,76000,68000
33997,A$95000 - A$124000,AUD,95000,124000,109500
33998,"¥14,700 - ¥16,500",JPY,14700,16500,15600
33999,£69000 - £91000,GBP,69000,91000,80000
34000,C$110000 - C$134000,CAD,110000,134000,122000
34001,£101000 - £135000,GBP,101000,135000,118000
34002,CHF 133000 - CHF 172000,CHF,133000,172000,152500
34003,£114000 - £137000,GBP,114000,137000,125500
34004,₹31L - ₹50L,INR,3100000,5000000,4050000
34005,£51000 - £61000,GBP,51000,61000,56000
34006,"¥14,000 - ¥16,000",JPY,14000,16000,15000
34007,€152000 - €197000,EUR,152000,197000,174500
34008,"¥13,200 - ¥16,400",JPY,13200,16400,14800
34009,"¥9,300 - ¥10,600",JPY,9300,10600,9950
34010,£69000 - £78000,GBP,69000,78000,73500
34011,€138000 - €169000,EUR,138000,169000,153500
34012,€94000 - €122000,EUR,94000,122000,108000
34013,£111000 - £143000,GBP,111000,143000,127000
34014,€94000 - €112000,EUR,94000,112000,103000
34015,₹10L - ₹16L,INR,1000000,1600000,1300000
34016,€76000 - €101000,EUR,76000,101000,88500
34017,£65000 - £78000,GBP,65000,78000,71500
34018,S$103000 - S$120000,SGD,103000,120000,111500
34019,€97000 - €110000,EUR,97000,110000,103500
34020,"¥9,700 - ¥12,000",JPY,9700,12000,10850
34021,€145000 - €188000,EUR,145000,188000,166500
34022,€63000 - €74000,EUR,63000,74000,68500
34023,"¥14,200 - ¥16,700",JPY,14200,16700,15450
34024,€63000 - €88000,EUR,63000,88000,75500
34025,S$65000 - S$83000,SGD,65000,83000,74000
34026,€131000 - €148000,EUR,131000,148000,139500
34027,€91000 - €111000,EUR,91000,111000,101000
34028,€113000 - €147000,EUR,113000,147000,130000
34029,£49000 - £63000,GBP,49000,63000,56000
34030,$124000 - $140000,USD,124000,140000,132000
34031,S$91000 - S$116000,SGD,91000,116000,103500
34032,€114000 - €139000,EUR,114000,139000,126500
34033,CHF 60000 - CHF 68000,CHF,60000,68000,64000
34034,₹18L - ₹30L,INR,1800000,3000000,2400000
34035,€133000 - €175000,EUR,133000,175000,154000
34036,₹39L - ₹63L,INR,3900000,6300000,5100000
34037,C$103000 - C$126000,CAD,103000,126000,114500
34038,€66000 - €88000,EUR,66000,88000,77000
34039,"¥9,500 - ¥11,200",JPY,9500,11200,10350
34040,£50000 - £70000,GBP,50000,70000,60000
34041,€94000 - €118000,EUR,94000,118000,106000
34042,A$152000 - A$175000,AUD,152000,175000,163500
34043,€80000 - €104000,EUR,80000,104000,92000
34044,₹40L - ₹63L,INR,4000000,6300000,5150000
34045,S$95000 - S$106000,SGD,95000,106000,100500
34046,€98000 - €125000,EUR,98000,125000,111500
34047,S$133000 - S$158000,SGD,133000,158000,145500
34048,£72000 - £80000,GBP,72000,80000,76000
34049,€131000 - €171000,EUR,131000,171000,151000
34050,€95000 - €118000,EUR,95000,118000,106500
34051,CHF 93000 - CHF 117000,CHF,93000,117000,105000
34052,CHF 153000 - CHF 181000,CHF,153000,181000,167000
34053,£66000 - £75000,GBP,66000,75000,70500
34054,CHF 91000 - CHF 113000,CHF,91000,113000,102000
34055,CHF 101000 - CHF 128000,CHF,101000,128000,114500
34056,€76000 - €95000,EUR,76000,95000,85500
34057,€134000 - €163000,EUR,134000,163000,148500
34058,A$152000 - A$183000,AUD,152000,183000,167500
34059,S$143000 - S$179000,SGD,143000,179000,161000
34060,$124000 - $140000,USD,124000,140000,132000
34061,A$97000 - A$120000,AUD,97000,120000,108500
34062,€141000 - €176000,EUR,141000,176000,158500
34063,€91000 - €102000,EUR,91000,102000,96500
34064,€98000 - €118000,EUR,98000,118000,108000
34065,€63000 - €82000,EUR,63000,82000,72500
34066,₹17L - ₹27L,INR,1700000,2700000,2200000
34067,€91000 - €112000,EUR,91000,112000,101500
34068,€99000 - €123000,EUR,99000,123000,111000
34069,£115000 - £151000,GBP,115000,151000,133000
34070,€64000 - €80000,EUR,64000,80000,72000
34071,₹31L - ₹56L,INR,3100000,5600000,4350000
34072,S$62000 - S$75000,SGD,62000,75000,68500
34073,€90000 - €107000,EUR,90000,107000,98500
34074,C$158000 - C$180000,CAD,158000,180000,169000
34075,€101000 - €118000,EUR,101000,118000,109500
34076,€98000 - €125000,EUR,98000,125000,111500
34077,S$148000 - S$182000,SGD,148000,182000,165000
34078,"¥9,800 - ¥12,600",JPY,9800,12600,11200
34079,€72000 - €81000,EUR,72000,81000,76500
34080,₹8L - ₹19L,INR,800000,1900000,1350000
34081,A$136000 - A$159000,AUD,136000,159000,147500
34082,€98000 - €118000,EUR,98000,118000,108000
34083,CHF 153000 - CHF 173000,CHF,153000,173000,163000
34084,A$92000 - A$105000,AUD,92000,105000,98500
34085,€140000 - €170000,EUR,140000,170000,155000
34086,"¥9,900 - ¥11,600",JPY,9900,11600,10750
34087,$180000 - $240000,USD,180000,240000,210000
34088,₹19L - ₹32L,INR,1900000,3200000,2550000
34089,€70000 - €91000,EUR,70000,91000,80500
34090,$92000 - $116000,USD,92000,116000,104000
34091,$133000 - $148000,USD,133000,148000,140500
34092,€50000 - €69000,EUR,50000,69000,59500
34093,€135000 - €157000,EUR,135000,157000,146000
34094,C$73000 - C$79000,CAD,73000,79000,76000
34095,$180000 - $236000,USD,180000,236000,208000
34096,A$68000 - A$80000,AUD,68000,80000,74000
34097,₹19L - ₹29L,INR,1900000,2900000,2400000
34098,€98000 - €112000,EUR,98000,112000,105000
34099,"¥9,700 - ¥12,300",JPY,9700,12300,11000
34100,₹15L - ₹29L,INR,1500000,2900000,2200000
34101,$134000 - $169000,USD,134000,169000,151500
34102,S$67000 - S$92000,SGD,67000,92000,79500
34103,€145000 - €176000,EUR,145000,176000,160500
34104,€71000 - €87000,EUR,71000,87000,79000
34105,$125000 - $145000,USD,125000,145000,135000
34106,₹9L - ₹15L,INR,900000,1500000,1200000
34107,CHF 98000 - CHF 115000,CHF,98000,115000,106500
34108,"¥6,800 - ¥8,300",JPY,6800,8300,7550
34109,€71000 - €88000,EUR,71000,88000,79500
34110,C$72000 - C$93000,CAD,72000,93000,82500
34111,€70000 - €77000,EUR,70000,77000,73500
34112,"¥6,300 - ¥8,200",JPY,6300,8200,7250
34113,$83000 - $105000,USD,83000,105000,94000
34114,€95000 - €115000,EUR,95000,115000,105000
34115,$204000 - $265000,USD,204000,265000,234500
34116,€103000 - €129000,EUR,103000,129000,116000
34117,A$60000 - A$80000,AUD,60000,80000,70000
34118,A$91000 - A$116000,AUD,91000,116000,103500
34119,₹39L - ₹55L,INR,3900000,5500000,4700000
34120,"¥10,200 - ¥11,400",JPY,10200,11400,10800
34121,S$93000 - S$105000,SGD,93000,105000,99000
34122,€102000 - €117000,EUR,102000,117000,109500
34123,€80000 - €101000,EUR,80000,101000,90500
34124,€97000 - €112000,EUR,97000,112000,104500
34125,S$130000 - S$169000,SGD,130000,169000,149500
34126,A$97000 - A$126000,AUD,97000,126000,111500
34127,A$142000 - A$186000,AUD,142000,186000,164000
34128,S$131000 - S$153000,SGD,131000,153000,142000
34129,£45000 - £58000,GBP,45000,58000,51500
34130,A$93000 - A$107000,AUD,93000,107000,100000
34131,C$99000 - C$130000,CAD,99000,130000,114500
34132,A$148000 - A$188000,AUD,148000,188000,168000
34133,CHF 92000 - CHF 109000,CHF,92000,109000,100500
34134,€62000 - €75000,EUR,62000,75000,68500
34135,€56000 - €72000,EUR,56000,72000,64000
34136,₹15L - ₹19L,INR,1500000,1900000,1700000
34137,€151000 - €174000,EUR,151000,174000,162500
34138,€97000 - €119000,EUR,97000,119000,108000
34139,$128000 - $154000,USD,128000,154000,141000
34140,"¥9,300 - ¥11,100",JPY,9300,11100,10200
34141,£95000 - £128000,GBP,95000,128000,111500
34142,$216000 - $262000,USD,216000,262000,239000
34143,"¥6,000 - ¥7,000",JPY,6000,7000,6500
34144,£65000 - £83000,GBP,65000,83000,74000
34145,A$69000 - A$93000,AUD,69000,93000,81000
34146,€91000 - €117000,EUR,91000,117000,104000
34147,C$162000 - C$198000,CAD,162000,198000,180000
34148,€132000 - €152000,EUR,132000,152000,142000
34149,A$100000 - A$119000,AUD,100000,119000,109500
34150,A$68000 - A$76000,AUD,68000,76000,72000
34151,C$161000 - C$181000,CAD,161000,181000,171000
34152,$226000 - $280000,USD,226000,280000,253000
34153,S$131000 - S$160000,SGD,131000,160000,145500
34154,C$159000 - C$184000,CAD,159000,184000,171500
34155,C$106000 - C$131000,CAD,106000,131000,118500
34156,A$65000 - A$78000,AUD,65000,78000,71500
34157,A$92000 - A$114000,AUD,92000,114000,103000
34158,"¥9,200 - ¥11,200",JPY,9200,11200,10200
34159,€103000 - €117000,EUR,103000,117000,110000
34160,€142000 - €163000,EUR,142000,163000,152500
34161,₹18L - ₹31L,INR,1800000,3100000,2450000
34162,€101000 - €117000,EUR,101000,117000,109000
34163,€101000 - €122000,EUR,101000,122000,111500
34164,₹20L - ₹25L,INR,2000000,2500000,2250000
34165,A$68000 - A$89000,AUD,68000,89000,78500
34166,"¥10,000 - ¥11,900",JPY,10000,11900,10950
34167,S$92000 - S$121000,SGD,92000,121000,106500
34168,₹18L - ₹27L,INR,1800000,2700000,2250000
34169,€70000 - €94000,EUR,70000,94000,82000
34170,₹17L - ₹25L,INR,1700000,2500000,2100000
34171,A$142000 - A$171000,AUD,142000,171000,156500
34172,$136000 - $169000,USD,136000,169000,152500
34173,A$94000 - A$115000,AUD,94000,115000,104500
34174,€67000 - €86000,EUR,67000,86000,76500
34175,€70000 - €84000,EUR,70000,84000,77000
34176,$124000 - $155000,USD,124000,155000,139500
34177,€100000 - €113000,EUR,100000,113000,106500
34178,€144000 - €175000,EUR,144000,175000,159500
34179,CHF 61000 - CHF 79000,CHF,61000,79000,70000
34180,€76000 - €83000,EUR,76000,83000,79500
34181,₹16L - ₹32L,INR,1600000,3200000,2400000
34182,₹17L - ₹33L,INR,1700000,3300000,2500000
34183,A$139000 - A$165000,AUD,139000,165000,152000
34184,A$64000 - A$80000,AUD,64000,80000,72000
34185,CHF 63000 - CHF 75000,CHF,63000,75000,69000
34186,€103000 - €121000,EUR,103000,121000,112000
34187,A$96000 - A$113000,AUD,96000,113000,104500
34188,CHF 92000 - CHF 121000,CHF,92000,121000,106500
34189,€92000 - €122000,EUR,92000,122000,107000
34190,€98000 - €113000,EUR,98000,113000,105500
34191,£50000 - £55000,GBP,50000,55000,52500
34192,$131000 - $164000,USD,131000,164000,147500
34193,€92000 - €113000,EUR,92000,113000,102500
34194,A$130000 - A$160000,AUD,130000,160000,145000
34195,€72000 - €85000,EUR,72000,85000,78500
34196,€93000 - €113000,EUR,93000,113000,103000
34197,C$163000 - C$206000,CAD,163000,206000,184500
34198,C$100000 - C$130000,CAD,100000,130000,115000
34199,"¥9,800 - ¥11,700",JPY,9800,11700,10750
34200,€50000 - €69000,EUR,50000,69000,59500
34201,A$146000 - A$187000,AUD,146000,187000,166500
34202,$87000 - $105000,USD,87000,105000,96000
34203,€103000 - €122000,EUR,103000,122000,112500
34204,€133000 - €156000,EUR,133000,156000,144500
34205,A$90000 - A$105000,AUD,90000,105000,97500
34206,€63000 - €83000,EUR,63000,83000,73000
34207,C$74000 - C$87000,CAD,74000,87000,80500
34208,€72000 - €91000,EUR,72000,91000,81500
34209,€100000 - €114000,EUR,100000,114000,107000
34210,€97000 - €117000,EUR,97000,117000,107000
34211,₹36L - ₹62L,INR,3600000,6200000,4900000
34212,€90000 - €103000,EUR,90000,103000,96500
34213,€90000 - €103000,EUR,90000,103000,96500
34214,₹16L - ₹24L,INR,1600000,2400000,2000000
34215,€99000 - €110000,EUR,99000,110000,104500
34216,CHF 69000 - CHF 77000,CHF,69000,77000,73000
34217,€147000 - €179000,EUR,147000,179000,163000
34218,A$131000 - A$160000,AUD,131000,160000,145500
34219,C$152000 - C$185000,CAD,152000,185000,168500
34220,CHF 97000 - CHF 118000,CHF,97000,118000,107500
34221,$140000 - $160000,USD,140000,160000,150000
34222,C$100000 - C$125000,CAD,100000,125000,112500
34223,₹9L - ₹12L,INR,900000,1200000,1050000
34224,₹9L - ₹11L,INR,900000,1100000,1000000
34225,£67000 - £90000,GBP,67000,90000,78500
34226,£47000 - £57000,GBP,47000,57000,52000
34227,₹18L - ₹26L,INR,1800000,2600000,2200000
34228,€102000 - €124000,EUR,102000,124000,113000
34229,€99000 - €122000,EUR,99000,122000,110500
34230,CHF 148000 - CHF 166000,CHF,148000,166000,157000
34231,€132000 - €166000,EUR,132000,166000,149000
34232,₹9L - ₹15L,INR,900000,1500000,1200000
34233,€103000 - €122000,EUR,103000,122000,112500
34234,€146000 - €183000,EUR,146000,183000,164500
34235,€56000 - €61000,EUR,56000,61000,58500
34236,S$142000 - S$179000,SGD,142000,179000,160500
34237,$199000 - $254000,USD,199000,254000,226500
34238,€76000 - €98000,EUR,76000,98000,87000
34239,$83000 - $112000,USD,83000,112000,97500
34240,CHF 100000 - CHF 120000,CHF,100000,120000,110000
34241,₹39L - ₹50L,INR,3900000,5000000,4450000
34242,"¥13,900 - ¥16,900",JPY,13900,16900,15400
34243,CHF 150000 - CHF 169000,CHF,150000,169000,159500
34244,£73000 - £95000,GBP,73000,95000,84000
34245,S$99000 - S$128000,SGD,99000,128000,113500
34246,$198000 - $252000,USD,198000,252000,225000
34247,€130000 - €175000,EUR,130000,175000,152500
34248,₹36L - ₹58L,INR,3600000,5800000,4700000
34249,S$92000 - S$121000,SGD,92000,121000,106500
34250,€77000 - €96000,EUR,77000,96000,86500
34251,€101000 - €124000,EUR,101000,124000,112500
34252,£65000 - £78000,GBP,65000,78000,71500
34253,"¥14,100 - ¥16,200",JPY,14100,16200,15150
34254,A$98000 - A$121000,AUD,98000,121000,109500
34255,€94000 - €122000,EUR,94000,122000,108000
34256,CHF 61000 - CHF 76000,CHF,61000,76000,68500
34257,A$138000 - A$180000,AUD,138000,180000,159000
34258,€135000 - €161000,EUR,135000,161000,148000
34259,A$92000 - A$111000,AUD,92000,111000,101500
